,score,scaled_score,feature
146,0.0005,0.0011921793037672867,Safeco
147,0.0005,0.0011921793037672867,Randi
148,0.0005,0.0011921793037672867,RCSB
149,0.0005,0.0011921793037672867,Potash
150,0.0005,0.0011921793037672867,Plate
151,0.0005,0.0011921793037672867,Pisano
152,0.0005,0.0011921793037672867,Petcos
153,0.0005,0.0011921793037672867,Petco
154,0.0005,0.0011921793037672867,Okada
155,0.0005,0.0011921793037672867,ONG
156,0.0005,0.0011921793037672867,NARDINO
157,0.0005,0.0011921793037672867,Mobileyes
158,0.0005,0.0011921793037672867,Mintz
159,0.0005,0.0011921793037672867,McPhails
160,0.0005,0.0011921793037672867,McKiernan
161,0.0005,0.0011921793037672867,McHugh
162,0.0005,0.0011921793037672867,MAGAZINE
163,0.0005,0.0011921793037672867,Litvinsky
164,0.0005,0.0011921793037672867,Leerink
165,0.0005,0.0011921793037672867,ITSA
166,0.0005,0.0011921793037672867,Handojo
167,0.0005,0.0011921793037672867,Gollan
168,0.0005,0.0011921793037672867,GTC
169,0.0005,0.0011921793037672867,EMCâs
170,0.0005,0.0011921793037672867,ELZEIN
171,0.0005,0.0011921793037672867,Duracell
172,0.0005,0.0011921793037672867,Doylestown
173,0.0005,0.0011921793037672867,Doody
174,0.0005,0.0011921793037672867,Doddi
175,0.0005,0.0011921793037672867,DRS
176,0.0005,0.0011921793037672867,DPRC
177,0.0005,0.0011921793037672867,CompUSA
178,0.0005,0.0011921793037672867,Collotta
179,0.0005,0.0011921793037672867,Chow
180,0.0005,0.0011921793037672867,Brother
181,0.0005,0.0011921793037672867,Billiton
182,0.0005,0.0011921793037672867,Avaya
183,0.0005,0.0011921793037672867,Affymax
184,0.0005,0.0011921793037672867,Adamo
185,0.0005,0.0011921793037672867,"88,000"
186,0.0005,0.0011921793037672867,5-34
187,0.0005,0.0011921793037672867,3:03CV463
188,0.0005,0.0011921793037672867,"150,937"
189,0.0005,0.0011921793037672867,03-10297
190,0.0004,0.0009537434430138293,leaking
191,0.0004,0.0009537434430138293,inprofits
192,0.0004,0.0009537434430138293,dentist
193,0.0004,0.0009537434430138293,day\s
194,0.0004,0.0009537434430138293,chewed
195,0.0004,0.0009537434430138293,aninsider
196,0.0004,0.0009537434430138293,WEEK
197,0.0004,0.0009537434430138293,Vertex
198,0.0004,0.0009537434430138293,Toby
199,0.0004,0.0009537434430138293,Stanislav
200,0.0004,0.0009537434430138293,SGLPs
201,0.0004,0.0009537434430138293,SANKER
202,0.0004,0.0009537434430138293,Ropes
203,0.0004,0.0009537434430138293,ROMAN
204,0.0004,0.0009537434430138293,Purchaser
205,0.0004,0.0009537434430138293,Pechiney
206,0.0004,0.0009537434430138293,Parigian
207,0.0004,0.0009537434430138293,ODWAK
208,0.0004,0.0009537434430138293,Musiclands
209,0.0004,0.0009537434430138293,MetroWest
210,0.0004,0.0009537434430138293,Melvinâs
211,0.0004,0.0009537434430138293,Maverick
212,0.0004,0.0009537434430138293,MAHABIR
213,0.0004,0.0009537434430138293,Lazorchak
214,0.0004,0.0009537434430138293,Knees
215,0.0004,0.0009537434430138293,JLG
216,0.0004,0.0009537434430138293,Goel
217,0.0004,0.0009537434430138293,DARRELL
218,0.0004,0.0009537434430138293,Chaganlal
219,0.0004,0.0009537434430138293,CNOOC
220,0.0004,0.0009537434430138293,C-03-32-M
221,0.0004,0.0009537434430138293,Anticevic
222,0.0004,0.0009537434430138293,"476,765"
223,0.0004,0.0009537434430138293,"460,000"
224,0.0004,0.0009537434430138293,3:05CV412
225,0.0004,0.0009537434430138293,14e
226,0.0004,0.0009537434430138293,"1,613"
227,0.0003,0.000715307582260372,âUnknown
228,0.0003,0.000715307582260372,variance
229,0.0003,0.000715307582260372,two-time
230,0.0003,0.000715307582260372,ofinsider
231,0.0003,0.000715307582260372,exerting
232,0.0003,0.000715307582260372,desktop
233,0.0003,0.000715307582260372,dayâs
234,0.0003,0.000715307582260372,crystal
235,0.0003,0.000715307582260372,construed
236,0.0003,0.000715307582260372,Zhi
237,0.0003,0.000715307582260372,Woodlands
238,0.0003,0.000715307582260372,Vorobiev
239,0.0003,0.000715307582260372,Verret
240,0.0003,0.000715307582260372,Upjohn
241,0.0003,0.000715307582260372,Ubiquiti
242,0.0003,0.000715307582260372,Trivium
243,0.0003,0.000715307582260372,TrimPatch
244,0.0003,0.000715307582260372,Tricon
245,0.0003,0.000715307582260372,Tracinda
246,0.0003,0.000715307582260372,TJH
247,0.0003,0.000715307582260372,Steffes
248,0.0003,0.000715307582260372,Spouse
249,0.0003,0.000715307582260372,Shuster
250,0.0003,0.000715307582260372,Seto
251,0.0003,0.000715307582260372,Scullin
252,0.0003,0.000715307582260372,Scharn
253,0.0003,0.000715307582260372,Santanders
254,0.0003,0.000715307582260372,Sanofi
255,0.0003,0.000715307582260372,Rosenfield
256,0.0003,0.000715307582260372,Rosati
257,0.0003,0.000715307582260372,Rodrigo
258,0.0003,0.000715307582260372,Ralston
259,0.0003,0.000715307582260372,Radcliffe
260,0.0003,0.000715307582260372,Queri
261,0.0003,0.000715307582260372,Qualcomm
262,0.0003,0.000715307582260372,Pulling
263,0.0003,0.000715307582260372,Ponzio
264,0.0003,0.000715307582260372,Perot
265,0.0003,0.000715307582260372,Paragon\s
266,0.0003,0.000715307582260372,Padmore
267,0.0003,0.000715307582260372,Norridge
268,0.0003,0.000715307582260372,NEXEN
269,0.0003,0.000715307582260372,Minerva
270,0.0003,0.000715307582260372,Medicines
271,0.0003,0.000715307582260372,MedImmune
272,0.0003,0.000715307582260372,McKinsey
273,0.0003,0.000715307582260372,Maillard
274,0.0003,0.000715307582260372,Macdonald
275,0.0003,0.000715307582260372,MAAA
276,0.0003,0.000715307582260372,Lam
277,0.0003,0.000715307582260372,LIU
278,0.0003,0.000715307582260372,Kronos
279,0.0003,0.000715307582260372,Kirch
280,0.0003,0.000715307582260372,Kielbasa
281,0.0003,0.000715307582260372,JMRFLN
282,0.0003,0.000715307582260372,Integon
283,0.0003,0.000715307582260372,Holley
284,0.0003,0.000715307582260372,HUSBAND
285,0.0003,0.000715307582260372,Gosson
286,0.0003,0.000715307582260372,Golfers
287,0.0003,0.000715307582260372,Goldwyn
288,0.0003,0.000715307582260372,Gestion
289,0.0003,0.000715307582260372,Ferrellgas
290,0.0003,0.000715307582260372,Faust
291,0.0003,0.000715307582260372,Elvis
292,0.0003,0.000715307582260372,Elles
293,0.0003,0.000715307582260372,Dudas
294,0.0003,0.000715307582260372,Drucker
295,0.0003,0.000715307582260372,Dicks
296,0.0003,0.000715307582260372,DGC
297,0.0003,0.000715307582260372,Coots
298,0.0003,0.000715307582260372,Cochrane
299,0.0003,0.000715307582260372,Clearnet
300,0.0003,0.000715307582260372,Chantal
301,0.0003,0.000715307582260372,Cay
302,0.0003,0.000715307582260372,CBI
303,0.0003,0.000715307582260372,Black-Jack
304,0.0003,0.000715307582260372,Bellezza
305,0.0003,0.000715307582260372,Banca
306,0.0003,0.000715307582260372,BANKING
307,0.0003,0.000715307582260372,Amouyal
308,0.0003,0.000715307582260372,97-cv
309,0.0003,0.000715307582260372,"79,875"
310,0.0003,0.000715307582260372,"743,505"
311,0.0003,0.000715307582260372,"72,202"
312,0.0003,0.000715307582260372,"62,050"
313,0.0003,0.000715307582260372,"5,857"
314,0.0003,0.000715307582260372,"45,688"
315,0.0003,0.000715307582260372,"4,003,669"
316,0.0003,0.000715307582260372,"394,486"
317,0.0003,0.000715307582260372,2001-43
318,0.0003,0.000715307582260372,"190,621"
319,0.0003,0.000715307582260372,"148,219"
320,0.0003,0.000715307582260372,"102,770"
321,0.0003,0.000715307582260372,08-CV-4918
322,0.0003,0.000715307582260372,05-CV-8016
323,0.0002,0.0004768717215069147,xbox
324,0.0002,0.0004768717215069147,x1578u
325,0.0002,0.0004768717215069147,upcoming
326,0.0002,0.0004768717215069147,tubing
327,0.0002,0.0004768717215069147,tradingin
328,0.0002,0.0004768717215069147,tothree
329,0.0002,0.0004768717215069147,toinstruct
330,0.0002,0.0004768717215069147,toentry
331,0.0002,0.0004768717215069147,tippee\s
332,0.0002,0.0004768717215069147,tippedher
333,0.0002,0.0004768717215069147,theinside
334,0.0002,0.0004768717215069147,thecourse
335,0.0002,0.0004768717215069147,thePacific
336,0.0002,0.0004768717215069147,theInsider
337,0.0002,0.0004768717215069147,takeovers
338,0.0002,0.0004768717215069147,suspicious
339,0.0002,0.0004768717215069147,surgeries
340,0.0002,0.0004768717215069147,stockon
341,0.0002,0.0004768717215069147,stockFirst
342,0.0002,0.0004768717215069147,statements
343,0.0002,0.0004768717215069147,society
344,0.0002,0.0004768717215069147,share
345,0.0002,0.0004768717215069147,seniorvice
346,0.0002,0.0004768717215069147,rem
347,0.0002,0.0004768717215069147,quarter
348,0.0002,0.0004768717215069147,purchase
349,0.0002,0.0004768717215069147,proceeds
350,0.0002,0.0004768717215069147,possession
351,0.0002,0.0004768717215069147,phrases
352,0.0002,0.0004768717215069147,options
353,0.0002,0.0004768717215069147,ongoing
354,0.0002,0.0004768717215069147,lymphoma
355,0.0002,0.0004768717215069147,loves
356,0.0002,0.0004768717215069147,investors
357,0.0002,0.0004768717215069147,ininsider
358,0.0002,0.0004768717215069147,inbreach
359,0.0002,0.0004768717215069147,heragainst
360,0.0002,0.0004768717215069147,greed
361,0.0002,0.0004768717215069147,graphic
362,0.0002,0.0004768717215069147,granted
363,0.0002,0.0004768717215069147,gains
364,0.0002,0.0004768717215069147,fraternity
365,0.0002,0.0004768717215069147,forhimself
366,0.0002,0.0004768717215069147,flowing
367,0.0002,0.0004768717215069147,dropped
368,0.0002,0.0004768717215069147,deduction
369,0.0002,0.0004768717215069147,count
370,0.0002,0.0004768717215069147,console
371,0.0002,0.0004768717215069147,confided
372,0.0002,0.0004768717215069147,comprises
373,0.0002,0.0004768717215069147,briefed
374,0.0002,0.0004768717215069147,booth
375,0.0002,0.0004768717215069147,anti-acne
376,0.0002,0.0004768717215069147,animated
377,0.0002,0.0004768717215069147,andstock
378,0.0002,0.0004768717215069147,andillegal
379,0.0002,0.0004768717215069147,andWaizman
380,0.0002,0.0004768717215069147,andGerard
381,0.0002,0.0004768717215069147,alleges
382,0.0002,0.0004768717215069147,afterward
383,0.0002,0.0004768717215069147,afternoons
384,0.0002,0.0004768717215069147,advanceof
385,0.0002,0.0004768717215069147,aclose
386,0.0002,0.0004768717215069147,Zwerko
387,0.0002,0.0004768717215069147,Zachariah
388,0.0002,0.0004768717215069147,Yohn
389,0.0002,0.0004768717215069147,Wilshire\s
390,0.0002,0.0004768717215069147,Willey
391,0.0002,0.0004768717215069147,Wesa
392,0.0002,0.0004768717215069147,Wellcome
393,0.0002,0.0004768717215069147,Warde\s
394,0.0002,0.0004768717215069147,Warde
395,0.0002,0.0004768717215069147,Waldyr
396,0.0002,0.0004768717215069147,Waksals
397,0.0002,0.0004768717215069147,Wael
398,0.0002,0.0004768717215069147,WSBC
399,0.0002,0.0004768717215069147,WORKER
400,0.0002,0.0004768717215069147,WBD
401,0.0002,0.0004768717215069147,Vlad
402,0.0002,0.0004768717215069147,Verifone
403,0.0002,0.0004768717215069147,Uniteds
404,0.0002,0.0004768717215069147,Ugedo
405,0.0002,0.0004768717215069147,USCS
406,0.0002,0.0004768717215069147,Tradingand
407,0.0002,0.0004768717215069147,Traboulsi
408,0.0002,0.0004768717215069147,Tortora
409,0.0002,0.0004768717215069147,Todorov
410,0.0002,0.0004768717215069147,Tocci
411,0.0002,0.0004768717215069147,Tipped
412,0.0002,0.0004768717215069147,Thotam
413,0.0002,0.0004768717215069147,Thifault
414,0.0002,0.0004768717215069147,Therapy
415,0.0002,0.0004768717215069147,Theater
416,0.0002,0.0004768717215069147,Teren
417,0.0002,0.0004768717215069147,Teledata
418,0.0002,0.0004768717215069147,Tarasevich
419,0.0002,0.0004768717215069147,Tafeen
420,0.0002,0.0004768717215069147,TRABOULSI
421,0.0002,0.0004768717215069147,THECALL
422,0.0002,0.0004768717215069147,Swann
423,0.0002,0.0004768717215069147,Sunnyvale
424,0.0002,0.0004768717215069147,SunSource
425,0.0002,0.0004768717215069147,Sumitomo
426,0.0002,0.0004768717215069147,Sudol
427,0.0002,0.0004768717215069147,Stokke
428,0.0002,0.0004768717215069147,Steen
429,0.0002,0.0004768717215069147,Sonsini
430,0.0002,0.0004768717215069147,Soloskis
431,0.0002,0.0004768717215069147,Slate
432,0.0002,0.0004768717215069147,Slaine
433,0.0002,0.0004768717215069147,Skowron
434,0.0002,0.0004768717215069147,Siska
435,0.0002,0.0004768717215069147,Sillerman
436,0.0002,0.0004768717215069147,Shanks
437,0.0002,0.0004768717215069147,Shahryar
438,0.0002,0.0004768717215069147,Securitas
439,0.0002,0.0004768717215069147,Secteur
440,0.0002,0.0004768717215069147,Scranton
441,0.0002,0.0004768717215069147,Sargent
442,0.0002,0.0004768717215069147,SangStat
443,0.0002,0.0004768717215069147,Sandoz\s
444,0.0002,0.0004768717215069147,Sandoz
445,0.0002,0.0004768717215069147,Salvage
446,0.0002,0.0004768717215069147,Sallie
447,0.0002,0.0004768717215069147,Saleh
448,0.0002,0.0004768717215069147,Safronchik
449,0.0002,0.0004768717215069147,Sacks
450,0.0002,0.0004768717215069147,STRICOFF
451,0.0002,0.0004768717215069147,STODDART
452,0.0002,0.0004768717215069147,SHANK
453,0.0002,0.0004768717215069147,SCHER
454,0.0002,0.0004768717215069147,SAs
455,0.0002,0.0004768717215069147,SAP
456,0.0002,0.0004768717215069147,SAFRONCHIK
457,0.0002,0.0004768717215069147,SABINA
458,0.0002,0.0004768717215069147,Russells
459,0.0002,0.0004768717215069147,Ruffolo
460,0.0002,0.0004768717215069147,Roys
461,0.0002,0.0004768717215069147,Roundtable
462,0.0002,0.0004768717215069147,Rong
463,0.0002,0.0004768717215069147,Rohm
464,0.0002,0.0004768717215069147,Roca
465,0.0002,0.0004768717215069147,Robles
466,0.0002,0.0004768717215069147,Rinehart
467,0.0002,0.0004768717215069147,Relative
468,0.0002,0.0004768717215069147,Reier
469,0.0002,0.0004768717215069147,Rehoboth
470,0.0002,0.0004768717215069147,Reema
471,0.0002,0.0004768717215069147,Reeboks
472,0.0002,0.0004768717215069147,Reebok
473,0.0002,0.0004768717215069147,Recall
474,0.0002,0.0004768717215069147,Ramsey
475,0.0002,0.0004768717215069147,Ramana
476,0.0002,0.0004768717215069147,ROBLES
477,0.0002,0.0004768717215069147,RAB
478,0.0002,0.0004768717215069147,Qualcomms
479,0.0002,0.0004768717215069147,Pupynin
480,0.0002,0.0004768717215069147,Prevention
481,0.0002,0.0004768717215069147,Presleys
482,0.0002,0.0004768717215069147,Pratima
483,0.0002,0.0004768717215069147,Post-It
484,0.0002,0.0004768717215069147,Pirie
485,0.0002,0.0004768717215069147,Pileggi
486,0.0002,0.0004768717215069147,Philips
487,0.0002,0.0004768717215069147,Pharmasset
488,0.0002,0.0004768717215069147,Petit
489,0.0002,0.0004768717215069147,Peopleline
490,0.0002,0.0004768717215069147,Penelope
491,0.0002,0.0004768717215069147,Parvin
492,0.0002,0.0004768717215069147,Paparrizos
493,0.0002,0.0004768717215069147,PROCEEDS
494,0.0002,0.0004768717215069147,PMAs
495,0.0002,0.0004768717215069147,PLAYER
496,0.0002,0.0004768717215069147,PANGULURI
497,0.0002,0.0004768717215069147,OnTrak
498,0.0002,0.0004768717215069147,Olympus
499,0.0002,0.0004768717215069147,Ofstedahl
500,0.0002,0.0004768717215069147,OAK
501,0.0002,0.0004768717215069147,Norwegian
502,0.0002,0.0004768717215069147,Nipro
503,0.0002,0.0004768717215069147,Naumann
504,0.0002,0.0004768717215069147,Nassberg
505,0.0002,0.0004768717215069147,NONPUBLIC
506,0.0002,0.0004768717215069147,Morganand
507,0.0002,0.0004768717215069147,Monie
508,0.0002,0.0004768717215069147,MoneyJoe
509,0.0002,0.0004768717215069147,Mineola
510,0.0002,0.0004768717215069147,Midpoint
511,0.0002,0.0004768717215069147,MidSouth
512,0.0002,0.0004768717215069147,Messina
513,0.0002,0.0004768717215069147,Melinda
514,0.0002,0.0004768717215069147,Medtronic
515,0.0002,0.0004768717215069147,Medstat
516,0.0002,0.0004768717215069147,Marín
517,0.0002,0.0004768717215069147,Martucci
518,0.0002,0.0004768717215069147,Martellos
519,0.0002,0.0004768717215069147,Martek
520,0.0002,0.0004768717215069147,Mapco
521,0.0002,0.0004768717215069147,MapInfo
522,0.0002,0.0004768717215069147,Mamma
523,0.0002,0.0004768717215069147,MYRONI
524,0.0002,0.0004768717215069147,MUENSTER
525,0.0002,0.0004768717215069147,MOONEY
526,0.0002,0.0004768717215069147,MDS
527,0.0002,0.0004768717215069147,MARTUCCI
528,0.0002,0.0004768717215069147,MARIA
529,0.0002,0.0004768717215069147,MANZO
530,0.0002,0.0004768717215069147,Lycourgos
531,0.0002,0.0004768717215069147,Luther
532,0.0002,0.0004768717215069147,Lum
533,0.0002,0.0004768717215069147,Luc
534,0.0002,0.0004768717215069147,Loomans
535,0.0002,0.0004768717215069147,Lonza
536,0.0002,0.0004768717215069147,Loctite
537,0.0002,0.0004768717215069147,Leyva
538,0.0002,0.0004768717215069147,Lena
539,0.0002,0.0004768717215069147,Lefford
540,0.0002,0.0004768717215069147,Latona
541,0.0002,0.0004768717215069147,Larrabee
542,0.0002,0.0004768717215069147,Lansdale
543,0.0002,0.0004768717215069147,Langston
544,0.0002,0.0004768717215069147,Lampros
545,0.0002,0.0004768717215069147,LORRE
546,0.0002,0.0004768717215069147,LORENE
547,0.0002,0.0004768717215069147,LCI
548,0.0002,0.0004768717215069147,LCD
549,0.0002,0.0004768717215069147,Kyprianou
550,0.0002,0.0004768717215069147,Kooden
551,0.0002,0.0004768717215069147,Kinnucan
552,0.0002,0.0004768717215069147,Katonah
553,0.0002,0.0004768717215069147,Kao
554,0.0002,0.0004768717215069147,KUNG-FU
555,0.0002,0.0004768717215069147,KLINE
556,0.0002,0.0004768717215069147,June18
557,0.0002,0.0004768717215069147,Jauyo
558,0.0002,0.0004768717215069147,Janak
559,0.0002,0.0004768717215069147,Jamdat
560,0.0002,0.0004768717215069147,Insiders
561,0.0002,0.0004768717215069147,Ignacio
562,0.0002,0.0004768717215069147,Iamnaita
563,0.0002,0.0004768717215069147,INSTRUCTOR
564,0.0002,0.0004768717215069147,IDX
565,0.0002,0.0004768717215069147,IBRAHIM
566,0.0002,0.0004768717215069147,Hyon
567,0.0002,0.0004768717215069147,Household
568,0.0002,0.0004768717215069147,Hasmukh
569,0.0002,0.0004768717215069147,Hardware
570,0.0002,0.0004768717215069147,Hanold
571,0.0002,0.0004768717215069147,Haas
572,0.0002,0.0004768717215069147,HUSSEIN
573,0.0002,0.0004768717215069147,HOMES
574,0.0002,0.0004768717215069147,HERMAN
575,0.0002,0.0004768717215069147,HALTON
576,0.0002,0.0004768717215069147,Gruman
577,0.0002,0.0004768717215069147,Grewals
578,0.0002,0.0004768717215069147,Greenwald
579,0.0002,0.0004768717215069147,Grapevine
580,0.0002,0.0004768717215069147,Goehring
581,0.0002,0.0004768717215069147,GlobalNet
582,0.0002,0.0004768717215069147,Ginsburgs
583,0.0002,0.0004768717215069147,Genetic
584,0.0002,0.0004768717215069147,GSI
585,0.0002,0.0004768717215069147,GREENWALD
586,0.0002,0.0004768717215069147,GIANAMORE
587,0.0002,0.0004768717215069147,GAMES
588,0.0002,0.0004768717215069147,Fleishman
589,0.0002,0.0004768717215069147,Faulhaber
590,0.0002,0.0004768717215069147,FMR
591,0.0002,0.0004768717215069147,FERRY
592,0.0002,0.0004768717215069147,FBR
593,0.0002,0.0004768717215069147,FALBO
594,0.0002,0.0004768717215069147,Evaluation
595,0.0002,0.0004768717215069147,Eugenia
596,0.0002,0.0004768717215069147,Escandon
597,0.0002,0.0004768717215069147,Ensors
598,0.0002,0.0004768717215069147,ELLISON
599,0.0002,0.0004768717215069147,ELBAUM
600,0.0002,0.0004768717215069147,EIHC
601,0.0002,0.0004768717215069147,EEX
602,0.0002,0.0004768717215069147,ECNI
603,0.0002,0.0004768717215069147,Drimal
604,0.0002,0.0004768717215069147,Doffing
605,0.0002,0.0004768717215069147,Dischino
606,0.0002,0.0004768717215069147,Dickman
607,0.0002,0.0004768717215069147,Debevoise
608,0.0002,0.0004768717215069147,DeSoto
609,0.0002,0.0004768717215069147,Davi
610,0.0002,0.0004768717215069147,DURACELL
611,0.0002,0.0004768717215069147,DHBs
612,0.0002,0.0004768717215069147,DHB
613,0.0002,0.0004768717215069147,Cravath
614,0.0002,0.0004768717215069147,Covidien
615,0.0002,0.0004768717215069147,Coudree
616,0.0002,0.0004768717215069147,Corning
617,0.0002,0.0004768717215069147,Concetta
618,0.0002,0.0004768717215069147,Conceal
619,0.0002,0.0004768717215069147,Compuware
620,0.0002,0.0004768717215069147,CompuDyne
621,0.0002,0.0004768717215069147,Colli
622,0.0002,0.0004768717215069147,Cirrus
623,0.0002,0.0004768717215069147,Cimarex
624,0.0002,0.0004768717215069147,Chrysikos
625,0.0002,0.0004768717215069147,Cheltenham
626,0.0002,0.0004768717215069147,CheckFree
627,0.0002,0.0004768717215069147,Chardonnay
628,0.0002,0.0004768717215069147,Chanin
629,0.0002,0.0004768717215069147,Chanhassen
630,0.0002,0.0004768717215069147,Chakrapani
631,0.0002,0.0004768717215069147,Catherwood
632,0.0002,0.0004768717215069147,Cassese
633,0.0002,0.0004768717215069147,Carterâs
634,0.0002,0.0004768717215069147,Carrekers
